Subject,Group,Channel,Delta Power,Theta Power,Alpha Power,Beta Power
sub-001,Alzheimer's Disease,Fz,8.616252969779445e-11,1.0167829856098662e-11,2.4105814302290263e-12,5.436166198184801e-13
sub-001,Alzheimer's Disease,Cz,8.295999612435085e-11,8.710198480852433e-12,2.0895621205601802e-12,5.037235962611527e-13
sub-001,Alzheimer's Disease,Pz,8.496476526347048e-11,9.987770824307358e-12,2.2250491669312877e-12,4.825738025382757e-13
sub-002,Alzheimer's Disease,Fp1,9.968801112201563e-11,1.077386954628293e-11,6.459401581144209e-12,9.009734279002885e-13
sub-002,Alzheimer's Disease,Fp2,8.92010345500151e-11,1.0269856259512861e-11,6.836666397588079e-12,1.0511315941037842e-12
sub-002,Alzheimer's Disease,F3,7.635528977425127e-11,8.784485503181468e-12,4.363176858493251e-12,7.747424254790842e-13
sub-002,Alzheimer's Disease,F4,7.617202364155449e-11,8.966954049028315e-12,5.267431914974161e-12,8.890096408056925e-13
sub-002,Alzheimer's Disease,C3,7.458809637079599e-11,7.878821301425084e-12,2.464305874952647e-12,5.301191040308701e-13
sub-002,Alzheimer's Disease,C4,7.407040085951776e-11,8.028056327880788e-12,2.4631873608843153e-12,5.336617297196027e-13
sub-002,Alzheimer's Disease,P3,7.583889179265216e-11,9.416198794173947e-12,6.609400578143154e-12,6.638410927354208e-13
sub-002,Alzheimer's Disease,P4,7.58062790961401e-11,9.20715164905817e-12,6.0292953944703416e-12,6.395509534962945e-13
sub-002,Alzheimer's Disease,O1,7.692104080479266e-11,1.0585494968792798e-11,1.168833336415872e-11,7.586676516250141e-13
sub-002,Alzheimer's Disease,O2,7.635825034646667e-11,1.0355164783904919e-11,1.0376924106612057e-11,7.234922835689485e-13
sub-002,Alzheimer's Disease,F7,7.771800572148183e-11,1.0882101238031458e-11,5.946118016067794e-12,9.878615924350002e-13
sub-002,Alzheimer's Disease,F8,7.661253731801592e-11,1.0017897446163692e-11,5.076352323724743e-12,8.781521256311871e-13
sub-002,Alzheimer's Disease,T3,7.776748907498069e-11,1.0525123814849412e-11,5.60997440284511e-12,9.289642967780297e-13
sub-002,Alzheimer's Disease,T4,7.620237851641334e-11,9.472139437629016e-12,4.059717902391434e-12,8.756628774388645e-13
sub-002,Alzheimer's Disease,T5,7.754566349240772e-11,1.1372434787720347e-11,1.0090903008246088e-11,8.085043290202394e-13
sub-002,Alzheimer's Disease,T6,7.697908170964504e-11,1.1028665017605907e-11,1.0268119096978941e-11,7.643752207490636e-13
sub-002,Alzheimer's Disease,Fz,7.62822801295265e-11,8.88200258897202e-12,5.397132945435791e-12,7.079111923128091e-13
sub-002,Alzheimer's Disease,Cz,7.508872688929797e-11,8.136745124267937e-12,3.2175179243948804e-12,6.041876677371363e-13
sub-002,Alzheimer's Disease,Pz,7.551420461863214e-11,9.373771774597802e-12,6.429722293873959e-12,6.777363455391119e-13
sub-003,Alzheimer's Disease,Fp1,6.863200567506993e-11,1.4406115623394379e-11,8.012573734443742e-12,5.886790272066122e-13
sub-003,Alzheimer's Disease,Fp2,6.953000801264259e-11,1.4710216827362223e-11,7.546298110034536e-12,5.845876074013941e-13
sub-003,Alzheimer's Disease,F3,6.684194526160748e-11,1.16723563884927e-11,5.662816131557847e-12,5.697486510201074e-13
sub-003,Alzheimer's Disease,F4,6.609524608132119e-11,1.1906894457681276e-11,4.7204396284590175e-12,5.479687983333719e-13
sub-003,Alzheimer's Disease,C3,6.230578055912412e-11,9.20078928084825e-12,4.032171958274103e-12,5.12747489571102e-13
sub-003,Alzheimer's Disease,C4,6.210760313897755e-11,9.31608243894882e-12,4.0478025115192086e-12,5.012855556665664e-13
sub-003,Alzheimer's Disease,P3,6.613412394936116e-11,1.2654498262535076e-11,6.812358276988226e-12,6.048602089124938e-13
sub-003,Alzheimer's Disease,P4,6.474970780858788e-11,1.1805773595221304e-11,1.0396993831198985e-11,6.043683460268146e-13
sub-003,Alzheimer's Disease,O1,7.036947832048986e-11,1.6726755302383228e-11,1.108330657819755e-11,6.498609494397144e-13
sub-003,Alzheimer's Disease,O2,6.81993309801624e-11,1.5639350349013476e-11,1.2933074483704825e-11,6.900412052725494e-13
sub-003,Alzheimer's Disease,F7,6.959645228543175e-11,1.4218391566445935e-11,7.814167601871191e-12,6.085187549964827e-13
sub-003,Alzheimer's Disease,F8,6.954438558447795e-11,1.4610952175265253e-11,7.231609132334591e-12,6.084964458589751e-13
sub-003,Alzheimer's Disease,T3,6.699356737625991e-11,1.2872764780760641e-11,6.509117899027616e-12,5.675037980100013e-13
sub-003,Alzheimer's Disease,T4,6.545770214441696e-11,1.2431255420162592e-11,5.9134533350087355e-12,5.556966016842992e-13
sub-003,Alzheimer's Disease,T5,7.204498127412271e-11,1.9093687072626494e-11,1.304747505360876e-11,6.601446081765314e-13
sub-003,Alzheimer's Disease,T6,6.940673607755519e-11,1.7691783633394808e-11,2.0778162400194808e-11,6.768678689830868e-13
sub-003,Alzheimer's Disease,Fz,6.58314254205083e-11,1.3358209381875091e-11,6.156312854533449e-12,5.406872884220522e-13
sub-003,Alzheimer's Disease,Cz,6.408938611051432e-11,1.0234180925557292e-11,3.52784486975835e-12,5.281449264683571e-13
sub-003,Alzheimer's Disease,Pz,6.26848024180694e-11,1.218940091869362e-11,7.0266235662713275e-12,5.670702371552481e-13
sub-004,Alzheimer's Disease,Fp1,2.0179564426909174e-10,1.3904752882402932e-11,3.0326044748859953e-12,1.4930504382734333e-12
sub-004,Alzheimer's Disease,Fp2,1.0479046877757087e-10,1.240028100245455e-11,2.9006243826849606e-12,1.373213088495944e-12
sub-004,Alzheimer's Disease,F3,8.734731859898582e-11,1.0540672900918047e-11,2.5946311788531685e-12,1.4860676487503232e-12
sub-004,Alzheimer's Disease,F4,8.542276397925525e-11,1.0432986132041637e-11,2.42230383825554e-12,8.722864580195028e-13
sub-004,Alzheimer's Disease,C3,8.145680349969653e-11,9.375250062851597e-12,2.104653201326675e-12,5.838007479304742e-13
sub-004,Alzheimer's Disease,C4,8.08173766873561e-11,9.52936708282811e-12,2.026322168594769e-12,5.695898209814733e-13
sub-004,Alzheimer's Disease,P3,8.437786400156681e-11,9.64180848502925e-12,2.1320280018990667e-12,5.41768894326979e-13
sub-004,Alzheimer's Disease,P4,8.454985981678873e-11,9.79717877413844e-12,2.1021979988923156e-12,6.084656320576918e-13
sub-004,Alzheimer's Disease,O1,8.809569155964742e-11,1.0188505689571808e-11,2.298436134486354e-12,6.396967370220092e-13
sub-004,Alzheimer's Disease,O2,8.92787850231257e-11,1.0250910439049356e-11,2.2207076753960026e-12,6.620842547146457e-13
sub-004,Alzheimer's Disease,F7,1.0079333993036121e-10,1.2857146181130663e-11,2.8681911638548774e-12,1.4538100186138125e-12
sub-004,Alzheimer's Disease,F8,8.883219216390327e-11,1.2185034392759249e-11,2.893847840344381e-12,9.770264126288535e-13
sub-004,Alzheimer's Disease,T3,9.132526219258884e-11,1.2242097649699136e-11,2.470342634694007e-12,1.0901428969026185e-12
sub-004,Alzheimer's Disease,T4,8.49409484257012e-11,1.1026626069315526e-11,2.5139812806771305e-12,1.2484101260107448e-12
sub-004,Alzheimer's Disease,T5,8.592744340811331e-11,1.0028128302066448e-11,2.1900410643205208e-12,6.123855816308227e-13
sub-004,Alzheimer's Disease,T6,8.539227943974399e-11,1.01480380166518e-11,2.1691719870168975e-12,6.658952764812418e-13
sub-004,Alzheimer's Disease,Fz,8.781463970003398e-11,1.0651204479327558e-11,2.3600105806743884e-12,6.182031052226913e-13
sub-004,Alzheimer's Disease,Cz,8.433444704495159e-11,9.090518367607796e-12,2.127485935055273e-12,5.660940990448804e-13
sub-004,Alzheimer's Disease,Pz,8.371384846273453e-11,9.3468074027163e-12,2.0794269934108655e-12,5.445455719225306e-13
sub-005,Alzheimer's Disease,Fp1,1.673600500139316e-10,1.3484876766638737e-11,3.4376562101228574e-12,1.5777567192071306e-12
sub-005,Alzheimer's Disease,Fp2,1.3527910528185685e-10,1.2999407663501695e-11,3.4374286412746027e-12,1.3888831938264702e-12
sub-005,Alzheimer's Disease,F3,1.1768758252903238e-10,1.3795018788337723e-11,3.905622694652945e-12,1.1203578320405357e-12
sub-005,Alzheimer's Disease,F4,1.2945483710022818e-10,1.488628499366323e-11,4.148942161150499e-12,1.1117660238589792e-12
sub-005,Alzheimer's Disease,C3,8.912463599703417e-11,9.812036531279588e-12,2.5861531019109302e-12,5.799196276428639e-13
sub-005,Alzheimer's Disease,C4,8.78228379758849e-11,9.814878782639461e-12,2.5438684466285884e-12,5.662766145968906e-13
sub-005,Alzheimer's Disease,P3,9.927256599112694e-11,1.0138944379179838e-11,3.074787794663569e-12,6.537064397296593e-13
sub-005,Alzheimer's Disease,P4,9.198727352364351e-11,9.972307269546665e-12,2.9497490031634923e-12,6.777895512051566e-13
sub-005,Alzheimer's Disease,O1,1.0042195689944314e-10,1.0897347224674899e-11,3.729625072543814e-12,8.84621293509117e-13
sub-005,Alzheimer's Disease,O2,9.09398388740428e-11,1.0499187672112823e-11,3.715626959707909e-12,9.40645144471382e-13
sub-005,Alzheimer's Disease,F7,1.285696674307926e-10,1.2633730982798772e-11,3.40680889090887e-12,1.2777672467255635e-12
sub-005,Alzheimer's Disease,F8,1.0630550824981632e-10,1.281332498369109e-11,3.548283180742767e-12,9.675749742574514e-13
sub-005,Alzheimer's Disease,T3,9.358001002576237e-11,1.208539064340039e-11,3.283062007967893e-12,1.2033518335535703e-12
sub-005,Alzheimer's Disease,T4,9.071766851009368e-11,1.1428712786548156e-11,3.193105928221082e-12,8.55014326736185e-13
sub-005,Alzheimer's Disease,T5,9.313974040574454e-11,1.1372550191590081e-11,3.8390901206547916e-12,8.497868702046229e-13
sub-005,Alzheimer's Disease,T6,9.046701129679454e-11,1.053289771923881e-11,3.4886766447956503e-12,8.714800702436362e-13
sub-005,Alzheimer's Disease,Fz,9.225843138547195e-11,1.0195033581448019e-11,2.71728610970602e-12,6.550513644036092e-13
sub-005,Alzheimer's Disease,Cz,9.160209332580238e-11,9.611609442360457e-12,2.460312937159967e-12,5.628197214398375e-13
sub-005,Alzheimer's Disease,Pz,9.149729385184384e-11,9.697133358593027e-12,2.796534211012274e-12,6.248575802891212e-13
sub-006,Alzheimer's Disease,Fp1,1.0039645060721772e-10,9.749930448617572e-12,1.399161035746467e-11,1.3650101823848865e-12
sub-006,Alzheimer's Disease,Fp2,9.65736049532835e-11,9.368426793695564e-12,1.3904107765792243e-11,1.2247714437456493e-12
sub-006,Alzheimer's Disease,F3,8.542777582957053e-11,8.569134750825152e-12,9.634945781178838e-12,1.2048649805364639e-12
sub-006,Alzheimer's Disease,F4,8.515478352021382e-11,8.528276475853595e-12,8.818941709053477e-12,1.1185048564083105e-12
sub-006,Alzheimer's Disease,C3,8.257586783692418e-11,7.926746894204435e-12,3.1969703344220796e-12,7.414988446060798e-13
sub-006,Alzheimer's Disease,C4,8.275724357623988e-11,7.906887257587094e-12,3.338928898267487e-12,7.643926208198725e-13
sub-006,Alzheimer's Disease,P3,8.380552739198811e-11,8.137668594928587e-12,1.3285654791958752e-11,7.929933735351319e-13
sub-006,Alzheimer's Disease,P4,8.36569161863382e-11,8.291644129993922e-12,1.420509882356842e-11,8.32894160379467e-13
sub-006,Alzheimer's Disease,O1,8.549499342272577e-11,8.577533288067587e-12,1.840907931790429e-11,9.235692989304955e-13
sub-006,Alzheimer's Disease,O2,8.61671818573837e-11,8.569778362632126e-12,1.2569776289328646e-11,8.587994833682479e-13
sub-006,Alzheimer's Disease,F7,8.976291795276849e-11,9.41253774804833e-12,1.3366228075927206e-11,1.348792050369264e-12
sub-006,Alzheimer's Disease,F8,9.04807898228448e-11,8.885039162929691e-12,1.3683719453846882e-11,1.020187161931985e-12
sub-006,Alzheimer's Disease,T3,8.619261389860287e-11,8.565195187177916e-12,8.071438933586623e-12,1.0904599993094926e-12
sub-006,Alzheimer's Disease,T4,8.58603880128265e-11,8.422306974053091e-12,7.724482380504362e-12,8.894738626104392e-13
sub-006,Alzheimer's Disease,T5,8.523955593220231e-11,8.548324397061516e-12,9.464662903874977e-12,9.538727725558683e-13
sub-006,Alzheimer's Disease,T6,8.487685869547313e-11,8.578102371550004e-12,1.004217551945947e-11,9.735941763751824e-13
sub-006,Alzheimer's Disease,Fz,8.507260661385572e-11,8.43555236162176e-12,9.265576442897287e-12,9.835461036916654e-13
sub-006,Alzheimer's Disease,Cz,8.305917501911146e-11,7.950818439822736e-12,2.471638302165979e-12,6.692686400718043e-13
sub-006,Alzheimer's Disease,Pz,8.3305529463987e-11,7.973000171921072e-12,1.2047517902416312e-11,6.316555329394628e-13
sub-007,Alzheimer's Disease,Fp1,1.1341299592365938e-10,1.4904153202964843e-11,3.034611522712598e-12,7.90827568941871e-13
sub-007,Alzheimer's Disease,Fp2,1.1458588436452508e-10,1.4310187421746343e-11,3.0793079761105697e-12,8.802828577640301e-13
sub-007,Alzheimer's Disease,F3,8.754827719632198e-11,1.132957636343714e-11,2.701393374445448e-12,7.315181172557296e-13
sub-007,Alzheimer's Disease,F4,8.559657961973941e-11,1.0146610811086185e-11,2.446926981677685e-12,6.536868256027635e-13
sub-007,Alzheimer's Disease,C3,8.151843286228757e-11,8.932374942012278e-12,2.2452526656689126e-12,5.349182185726291e-13
sub-007,Alzheimer's Disease,C4,8.207929426632054e-11,9.018250502673278e-12,2.1734015261011003e-12,5.409923411498634e-13
sub-007,Alzheimer's Disease,P3,8.484642494719028e-11,1.089180852050154e-11,2.6514778087181087e-12,5.694619502138038e-13
sub-007,Alzheimer's Disease,P4,8.485586421595541e-11,9.745516248641582e-12,2.438333498103218e-12,5.783994315700166e-13
sub-007,Alzheimer's Disease,O1,8.62963668734035e-11,1.0944866694648993e-11,2.7485732910847796e-12,5.893731997791414e-13
sub-007,Alzheimer's Disease,O2,8.713182144324616e-11,1.0404265940906138e-11,2.630329781690361e-12,6.208721837819591e-13
sub-007,Alzheimer's Disease,F7,9.245352546550805e-11,1.220439584764757e-11,3.0071901635262762e-12,7.270058758734083e-13
sub-007,Alzheimer's Disease,F8,9.182199821273593e-11,1.1667149824177886e-11,2.9650691012729788e-12,7.051210666616351e-13
sub-007,Alzheimer's Disease,T3,8.873167785742923e-11,1.1782257899899657e-11,2.9096068188899003e-12,6.815229977444877e-13
sub-007,Alzheimer's Disease,T4,8.713591251833976e-11,1.0908486946511351e-11,2.779001882606572e-12,6.94731662333978e-13
sub-007,Alzheimer's Disease,T5,8.810361915697771e-11,1.2041372155699064e-11,3.0163321101468468e-12,6.559929111939143e-13
sub-007,Alzheimer's Disease,T6,8.602220260054937e-11,1.080210479698667e-11,2.8512200390576607e-12,6.823567056321505e-13
sub-007,Alzheimer's Disease,Fz,8.868090838888027e-11,1.2599512538135088e-11,2.682940920424667e-12,6.117657469000555e-13
sub-007,Alzheimer's Disease,Cz,8.30006469314599e-11,9.121486494131259e-12,2.3327809217023187e-12,5.399828231034476e-13
sub-007,Alzheimer's Disease,Pz,8.419129029574971e-11,9.006673569717615e-12,2.2087848911915405e-12,5.016983476516644e-13
sub-008,Alzheimer's Disease,Fp1,2.543389589752468e-09,3.8305894993828115e-10,5.5682446761951694e-11,8.159394113664158e-12
sub-008,Alzheimer's Disease,Fp2,2.4776969743025363e-09,3.8301415921057685e-10,5.51614729148589e-11,8.000324982804805e-12
sub-008,Alzheimer's Disease,F3,2.4495923532271053e-09,3.816295158267159e-10,5.544788213213778e-11,8.0603440373252e-12
sub-008,Alzheimer's Disease,F4,2.447544438966217e-09,3.805361516897827e-10,5.438016167228227e-11,7.58243345950218e-12
sub-008,Alzheimer's Disease,C3,2.415381835032302e-09,3.8003891289185554e-10,5.4430337411859e-11,7.535112826560222e-12
sub-008,Alzheimer's Disease,C4,2.425089817381673e-09,3.793219722330369e-10,5.4305014075934426e-11,7.539620729504941e-12
sub-008,Alzheimer's Disease,P3,2.426023164756782e-09,3.8119522531778285e-10,5.4860501599118565e-11,7.47271861272125e-12
sub-008,Alzheimer's Disease,P4,3.57746522546848e-09,1.4465693402555596e-09,4.0790549290103704e-10,9.774716994879687e-11
sub-008,Alzheimer's Disease,O1,2.4624166398283064e-09,3.8597955606624287e-10,5.6537800647091266e-11,7.798836569369698e-12
sub-008,Alzheimer's Disease,O2,2.447882611295317e-09,3.8137667902944105e-10,5.4531388582931256e-11,7.008394388316504e-12
sub-008,Alzheimer's Disease,F7,2.570420542315398e-09,4.1584408368620577e-10,7.015950873856163e-11,1.1890109337662306e-11
sub-008,Alzheimer's Disease,F8,2.447968983981102e-09,3.804349898644535e-10,5.462122330556369e-11,7.648127571172676e-12
sub-008,Alzheimer's Disease,T3,2.4541615174268552e-09,3.808361820734178e-10,5.40255451976279e-11,7.071536531064483e-12
sub-008,Alzheimer's Disease,T4,2.703817498132951e-09,4.555153042943837e-10,6.735116435632879e-11,9.044566168227604e-12
sub-008,Alzheimer's Disease,T5,2.4434483589690327e-09,3.818074463029226e-10,5.455621366960531e-11,7.264975018384976e-12
sub-008,Alzheimer's Disease,T6,2.488647131622331e-09,3.8043683513206605e-10,5.4687571534478127e-11,7.249280531134932e-12
sub-008,Alzheimer's Disease,Fz,2.455700696052869e-09,3.8326265850491404e-10,5.5007157843100853e-11,7.768283365734648e-12
sub-008,Alzheimer's Disease,Cz,2.434281419892086e-09,3.8200882175474024e-10,5.5247808436600504e-11,7.698617357142373e-12
sub-008,Alzheimer's Disease,Pz,2.478318490354938e-09,3.8227567993404536e-10,5.566179354837226e-11,7.380381679701263e-12
sub-009,Alzheimer's Disease,Fp1,1.0986330119729181e-10,1.2622239267448684e-11,8.105978194219397e-12,1.2407268860361738e-12
sub-009,Alzheimer's Disease,Fp2,1.1273364230076732e-10,1.2414504101442271e-11,7.71368204245942e-12,1.3439178432121942e-12
sub-009,Alzheimer's Disease,F3,8.577834085797782e-11,1.1217065171439583e-11,6.650864423049766e-12,9.442836409396328e-13
sub-009,Alzheimer's Disease,F4,8.607685598857664e-11,1.015695096402667e-11,5.371395667650546e-12,1.0768970159368067e-12
sub-009,Alzheimer's Disease,C3,8.464379323251125e-11,8.386524121574421e-12,3.2516823356757718e-12,6.470665753445951e-13
sub-009,Alzheimer's Disease,C4,8.511726178559363e-11,8.47598315108186e-12,3.480301974153936e-12,6.69636037343351e-13
sub-009,Alzheimer's Disease,P3,8.619110823465583e-11,8.824484016290303e-12,4.360232526800426e-12,6.941545324553003e-13
sub-009,Alzheimer's Disease,P4,8.641327804360699e-11,9.243445214223384e-12,7.436181114084554e-12,7.60438259179921e-13
sub-009,Alzheimer's Disease,O1,8.717566496355336e-11,9.359763780161771e-12,6.1902689701827055e-12,8.247472031604676e-13
sub-009,Alzheimer's Disease,O2,8.650857827164057e-11,9.250203449163982e-12,8.367160950829591e-12,8.162018108073848e-13
sub-009,Alzheimer's Disease,F7,9.02725434166315e-11,1.0498581143159723e-11,8.127053295664367e-12,1.100609781265918e-12
sub-009,Alzheimer's Disease,F8,9.233607785192756e-11,1.036299710258819e-11,7.0897178671930785e-12,1.2340523771547487e-12
sub-009,Alzheimer's Disease,T3,8.781876516754203e-11,1.0119296020136617e-11,6.8390022847974325e-12,8.347434044151678e-13
sub-009,Alzheimer's Disease,T4,8.735424237129272e-11,9.428334776888834e-12,5.101322282924581e-12,1.8950932412878967e-12
sub-009,Alzheimer's Disease,T5,8.776515785623231e-11,9.842440525470463e-12,6.2801380010471044e-12,8.974039956291197e-13
sub-009,Alzheimer's Disease,T6,8.75418004729267e-11,9.968716698703486e-12,7.557914191063742e-12,9.355595395228684e-13
sub-009,Alzheimer's Disease,Fz,8.589347569973056e-11,1.2870971437512124e-11,7.468103315742947e-12,9.574315659865758e-13
sub-009,Alzheimer's Disease,Cz,8.477762201201441e-11,9.677776159261683e-12,4.542916786840933e-12,7.040740525091439e-13
sub-009,Alzheimer's Disease,Pz,8.567832324972546e-11,8.30275349476324e-12,4.01022332109895e-12,5.997876892964835e-13
sub-010,Alzheimer's Disease,Fp1,8.259425970687203e-11,7.9395713826988e-12,2.4407183658493056e-12,6.979229770163942e-13
sub-010,Alzheimer's Disease,Fp2,8.13839362288772e-11,7.81694680910056e-12,2.3652855152033585e-12,6.747309967856907e-13
sub-010,Alzheimer's Disease,F3,7.497477071037607e-11,7.391765997388072e-12,2.183914453721099e-12,5.733454099934578e-13
sub-010,Alzheimer's Disease,F4,7.463868432191034e-11,7.424357776384398e-12,2.1668945769833898e-12,5.853576700244127e-13
sub-010,Alzheimer's Disease,C3,7.330619859608124e-11,7.2192408607193155e-12,1.9811031478849875e-12,5.195835070105308e-13
sub-010,Alzheimer's Disease,C4,7.376372727492305e-11,7.200578095026951e-12,2.012490388342951e-12,5.273174058096686e-13
sub-010,Alzheimer's Disease,P3,7.420047702070398e-11,7.32606055849654e-12,2.504649257041844e-12,5.823516301346482e-13
sub-010,Alzheimer's Disease,P4,7.454306813412892e-11,7.320742018501268e-12,3.0910165309704995e-12,6.523466915181574e-13
sub-010,Alzheimer's Disease,O1,7.473664080834495e-11,7.422505200045822e-12,4.225397109898129e-12,7.278759171782918e-13
sub-010,Alzheimer's Disease,O2,7.544438561162505e-11,7.51775918468495e-12,4.7029964530610546e-12,8.531291569708547e-13
sub-010,Alzheimer's Disease,F7,7.500752435642338e-11,7.624193919574852e-12,2.661031612048006e-12,7.45644581561342e-13
sub-010,Alzheimer's Disease,F8,7.456230032022453e-11,7.555804359513743e-12,2.6464280624881195e-12,8.081858736850372e-13
sub-010,Alzheimer's Disease,T3,7.530070050168969e-11,7.682845083504331e-12,3.0438310455640947e-12,7.533637508211546e-13
sub-010,Alzheimer's Disease,T4,7.552513775152603e-11,7.670617544184769e-12,3.640359598213736e-12,1.0844810733730053e-12
sub-010,Alzheimer's Disease,T5,7.516996131710498e-11,7.49422011280481e-12,4.050884256031471e-12,7.298075302753216e-13
sub-010,Alzheimer's Disease,T6,7.533941827624022e-11,7.568524586786265e-12,5.828386584632562e-12,9.643738919929077e-13
sub-010,Alzheimer's Disease,Fz,7.521204952115299e-11,7.469211548866158e-12,2.225279469310961e-12,5.388814174734098e-13
sub-010,Alzheimer's Disease,Cz,7.443093487227081e-11,7.420067935153146e-12,2.069223146976569e-12,4.900959862647977e-13
sub-010,Alzheimer's Disease,Pz,7.472261365201441e-11,7.356537221669307e-12,2.4280284569101913e-12,5.65563312546803e-13
sub-011,Alzheimer's Disease,Fp1,5.513648142011888e-10,9.614034943250253e-11,5.173351950959891e-11,2.2072036419734743e-11
sub-011,Alzheimer's Disease,Fp2,6.305665035313699e-10,1.1592478080823133e-10,6.126938021224367e-11,2.3153907937798137e-11
sub-011,Alzheimer's Disease,F3,3.970440261713505e-10,1.1397479036530708e-10,6.388567260666183e-11,2.3547180406166667e-11
sub-011,Alzheimer's Disease,F4,4.03323832061079e-10,1.0849957716848801e-10,5.880735066156975e-11,2.159681409733148e-11
sub-011,Alzheimer's Disease,C3,3.8947711122036415e-10,1.1151310206859225e-10,6.149428573384708e-11,2.1622158576373393e-11
sub-011,Alzheimer's Disease,C4,4.286334903508764e-10,1.1192374188874005e-10,6.022124131516542e-11,2.165663243207986e-11
sub-011,Alzheimer's Disease,P3,4.0282643773444697e-10,1.1696745732179645e-10,6.835515053416677e-11,2.206989071977657e-11
sub-011,Alzheimer's Disease,P4,8.321912769525207e-10,2.679338645005312e-10,9.797832965993103e-11,3.3371693990982315e-11
sub-011,Alzheimer's Disease,O1,3.8213964332587733e-10,1.0893692185088824e-10,6.400029582133886e-11,2.0649188784101965e-11
sub-011,Alzheimer's Disease,O2,4.203676046694674e-10,1.3890796203825006e-10,8.507021911989108e-11,2.7509353510056786e-11
sub-011,Alzheimer's Disease,F7,4.033704120241324e-10,1.1653441722988414e-10,6.510465315221224e-11,2.2667596506493697e-11
sub-011,Alzheimer's Disease,F8,4.694794211168234e-10,1.2136217545925536e-10,6.700556449505919e-11,2.350210120744838e-11
sub-011,Alzheimer's Disease,T3,4.50007279964841e-10,1.3719165442995657e-10,7.670651422546623e-11,2.6376810677355806e-11
sub-011,Alzheimer's Disease,T4,4.043170913372346e-10,1.217403881673079e-10,6.646118785426204e-11,2.2349932650420606e-11
sub-011,Alzheimer's Disease,T5,4.1158393464686997e-10,1.2864796906697537e-10,7.533308102884914e-11,2.5056650691059868e-11
sub-011,Alzheimer's Disease,T6,5.116866809875334e-10,1.490443734488342e-10,8.015462672150176e-11,2.3871466716864747e-11
sub-011,Alzheimer's Disease,Fz,4.410002726756187e-10,1.2032901925753149e-10,6.335903234385448e-11,2.202020741346052e-11
sub-011,Alzheimer's Disease,Cz,4.2885430244943684e-10,1.065898168055544e-10,5.768504717533674e-11,1.9954861368687347e-11
sub-011,Alzheimer's Disease,Pz,4.405204096958033e-10,1.2453466081176815e-10,6.665720580894014e-11,2.3209209599515265e-11
sub-012,Alzheimer's Disease,Fp1,9.057570855947652e-10,1.4711125610214013e-10,6.103246369249245e-11,3.894911867154081e-11
sub-012,Alzheimer's Disease,Fp2,1.0069018383302063e-09,1.4543544028362438e-10,6.537965120631143e-11,3.9290765669017614e-11
sub-012,Alzheimer's Disease,F3,8.41679260972577e-10,1.3469498501504027e-10,5.974768888104286e-11,3.8341005661992733e-11
sub-012,Alzheimer's Disease,F4,8.647267112590345e-10,1.343838451648221e-10,6.201043335263198e-11,3.884122669977916e-11
sub-012,Alzheimer's Disease,C3,8.464247641923493e-10,1.1078292180748631e-10,5.284076626671137e-11,3.432331846679817e-11
sub-012,Alzheimer's Disease,C4,8.091187884227739e-10,1.3174240070644667e-10,5.555876418310577e-11,3.3258657114108096e-11
